term,tree,l1,l2,l3,l4,l5,l6,l7
Vital Capacity,G09.772.850.970,G09,772,850,970,,,
Expiratory Reserve Volume,G09.772.850.970.360,G09,772,850,970,360,,
Inspiratory Capacity,G09.772.850.970.500,G09,772,850,970,500,,
Inspiratory Reserve Volume,G09.772.850.970.500.375,G09,772,850,970,500,375,
Tidal Volume,G09.772.850.970.500.700,G09,772,850,970,500,700,
Valsalva Maneuver,G09.772.910,G09,772,910,,,,
Ventilation-Perfusion Ratio,G09.772.920,G09,772,920,,,,
Voice,G09.772.925,G09,772,925,,,,
Voice Quality,G09.772.925.960,G09,772,925,960,,,
Work of Breathing,G09.772.965,G09,772,965,,,,
Digestive System and Oral Physiological Phenomena,G10,G10,,,,,,
Digestive System Physiological Phenomena,G10.261,G10,261,,,,,
Digestive System Processes,G10.261.326,G10,261,326,,,,
Defecation,G10.261.326.210,G10,261,326,210,,,
Deglutition,G10.261.326.215,G10,261,326,215,,,
Digestion,G10.261.326.222,G10,261,326,222,,,
Salivation,G10.261.326.222.800,G10,261,326,222,800,,
Eating,G10.261.326.240,G10,261,326,240,,,
Drinking,G10.261.326.240.249,G10,261,326,240,249,,
Mastication,G10.261.326.240.500,G10,261,326,240,500,,
Gallbladder Emptying,G10.261.326.300,G10,261,326,300,,,
Gastrointestinal Motility,G10.261.326.310,G10,261,326,310,,,
Gastric Emptying,G10.261.326.310.400,G10,261,326,310,400,,
Gastrointestinal Transit,G10.261.326.310.525,G10,261,326,310,525,,
"Myoelectric Complex, Migrating",G10.261.326.310.570,G10,261,326,310,570,,
Peristalsis,G10.261.326.310.596,G10,261,326,310,596,,
Intestinal Absorption,G10.261.326.430,G10,261,326,430,,,
Liver Regeneration,G10.261.326.520,G10,261,326,520,,,
Hunger,G10.261.390,G10,261,390,,,,
Appetite,G10.261.390.070,G10,261,390,70,,,
Appetite Regulation,G10.261.390.070.290,G10,261,390,70,290,,
Postprandial Period,G10.261.700,G10,261,700,,,,
Dental Physiological Phenomena,G10.549,G10,549,,,,,
Dental Caries Susceptibility,G10.549.140,G10,549,140,,,,
Dental Enamel Solubility,G10.549.181,G10,549,181,,,,
Dental Physiological Processes,G10.549.235,G10,549,235,,,,
Dental Occlusion,G10.549.235.202,G10,549,235,202,,,
Tooth Calcification,G10.549.235.688,G10,549,235,688,,,
Tooth Eruption,G10.549.235.726,G10,549,235,726,,,
Tooth Exfoliation,G10.549.235.764,G10,549,235,764,,,
Tooth Migration,G10.549.235.803,G10,549,235,803,,,
Mesial Movement of Teeth,G10.549.235.803.535,G10,549,235,803,535,,
Tooth Resorption,G10.549.235.917,G10,549,235,917,,,
Root Resorption,G10.549.235.917.653,G10,549,235,917,653,,
Dentin Solubility,G10.549.245,G10,549,245,,,,
Tooth Mobility,G10.549.840,G10,549,840,,,,
Tooth Permeability,G10.549.845,G10,549,845,,,,
Dental Enamel Permeability,G10.549.845.292,G10,549,845,292,,,
Dentin Permeability,G10.549.845.461,G10,549,845,461,,,
Musculoskeletal and Neural Physiological Phenomena,G11,G11,,,,,,
Musculoskeletal Physiological Phenomena,G11.427,G11,427,,,,,
Bone Density,G11.427.100,G11,427,100,,,,
Muscle Fatigue,G11.427.550,G11,427,550,,,,
Muscle Strength,G11.427.560,G11,427,560,,,,
Hand Strength,G11.427.560.500,G11,427,560,500,,,
Pinch Strength,G11.427.560.500.500,G11,427,560,500,500,,
Muscle Tonus,G11.427.565,G11,427,565,,,,
Musculoskeletal Physiological Processes,G11.427.590,G11,427,590,,,,
Bone Remodeling,G11.427.590.195,G11,427,590,195,,,
Bone Regeneration,G11.427.590.195.140,G11,427,590,195,140,,
Osseointegration,G11.427.590.195.140.570,G11,427,590,195,140,570,
Bone Resorption,G11.427.590.195.150,G11,427,590,195,150,,
Osteolysis,G11.427.590.195.150.570,G11,427,590,195,150,570,
Movement,G11.427.590.530,G11,427,590,530,,,
Eye Movements,G11.427.590.530.140,G11,427,590,530,140,,
Gait,G11.427.590.530.389,G11,427,590,530,389,,
Head Movements,G11.427.590.530.478,G11,427,590,530,478,,
Locomotion,G11.427.590.530.568,G11,427,590,530,568,,
"Flight, Animal",G11.427.590.530.568.304,G11,427,590,530,568,304,
Running,G11.427.590.530.568.610,G11,427,590,530,568,610,
Jogging,G11.427.590.530.568.610.320,G11,427,590,530,568,610,320
Swimming,G11.427.590.530.568.800,G11,427,590,530,568,800,
Walking,G11.427.590.530.568.900,G11,427,590,530,568,900,
Dependent Ambulation,G11.427.590.530.568.900.500,G11,427,590,530,568,900,500
Motor Activity,G11.427.590.530.698,G11,427,590,530,698,,
Exercise,G11.427.590.530.698.277,G11,427,590,530,698,277,
Cool-Down Exercise,G11.427.590.530.698.277.124,G11,427,590,530,698,277,124
Muscle Stretching Exercises,G11.427.590.530.698.277.249,G11,427,590,530,698,277,249
"Physical Conditioning, Animal",G11.427.590.530.698.277.280,G11,427,590,530,698,277,280
"Physical Conditioning, Human",G11.427.590.530.698.277.311,G11,427,590,530,698,277,311
Plyometric Exercise,G11.427.590.530.698.277.374,G11,427,590,530,698,277,374
Resistance Training,G11.427.590.530.698.277.500,G11,427,590,530,698,277,500
Running,G11.427.590.530.698.277.750,G11,427,590,530,698,277,750
Jogging,G11.427.590.530.698.277.750.320,G11,427,590,530,698,277,750
Swimming,G11.427.590.530.698.277.875,G11,427,590,530,698,277,875
Walking,G11.427.590.530.698.277.937,G11,427,590,530,698,277,937
Warm-Up Exercise,G11.427.590.530.698.277.968,G11,427,590,530,698,277,968
"Flight, Animal",G11.427.590.530.698.416,G11,427,590,530,698,416,
"Freezing Reaction, Cataleptic",G11.427.590.530.698.555,G11,427,590,530,698,555,
"Immobility Response, Tonic",G11.427.590.530.698.680,G11,427,590,530,698,680,
Pronation,G11.427.590.530.698.840,G11,427,590,530,698,840,
Supination,G11.427.590.530.698.920,G11,427,590,530,698,920,
Muscle Contraction,G11.427.590.540,G11,427,590,540,,,
Excitation Contraction Coupling,G11.427.590.540.235,G11,427,590,540,235,,
Isometric Contraction,G11.427.590.540.472,G11,427,590,540,472,,
Isotonic Contraction,G11.427.590.540.493,G11,427,590,540,493,,
Muscle Relaxation,G11.427.590.540.554,G11,427,590,540,554,,
Diastole,G11.427.590.540.554.250,G11,427,590,540,554,250,
Myocardial Contraction,G11.427.590.540.570,G11,427,590,540,570,,
Diastole,G11.427.590.540.570.295,G11,427,590,540,570,295,
Systole,G11.427.590.540.570.880,G11,427,590,540,570,880,
"Myoelectric Complex, Migrating",G11.427.590.540.730,G11,427,590,540,730,,
Uterine Contraction,G11.427.590.540.890,G11,427,590,540,890,,
Musculoskeletal Development,G11.427.590.560,G11,427,590,560,,,
Bone Development,G11.427.590.560.100,G11,427,590,560,100,,
"Calcification, Physiologic",G11.427.590.560.100.175,G11,427,590,560,100,175,
Maxillofacial Development,G11.427.590.560.100.478,G11,427,590,560,100,478,
Osteogenesis,G11.427.590.560.100.729,G11,427,590,560,100,729,
Chondrogenesis,G11.427.590.560.180,G11,427,590,560,180,,
Muscle Development,G11.427.590.560.590,G11,427,590,560,590,,
Physical Exertion,G11.427.590.780,G11,427,590,780,,,
Physical Endurance,G11.427.680,G11,427,680,,,,
Anaerobic Threshold,G11.427.680.134,G11,427,680,134,,,
Exercise Tolerance,G11.427.680.270,G11,427,680,270,,,
Physical Fitness,G11.427.685,G11,427,685,,,,
Postural Balance,G11.427.690,G11,427,690,,,,
Posture,G11.427.695,G11,427,695,,,,
Head-Down Tilt,G11.427.695.300,G11,427,695,300,,,
Knee-Chest Position,G11.427.695.380,G11,427,695,380,,,
Prone Position,G11.427.695.525,G11,427,695,525,,,
Supine Position,G11.427.695.625,G11,427,695,625,,,
Psychomotor Performance,G11.427.700,G11,427,700,,,,
"Range of Motion, Articular",G11.427.760,G11,427,760,,,,
"Arthrometry, Articular",G11.427.760.500,G11,427,760,500,,,
Nervous System Physiological Phenomena,G11.561,G11,561,,,,,
Brain Waves,G11.561.127,G11,561,127,,,,
Alpha Rhythm,G11.561.127.500,G11,561,127,500,,,
Beta Rhythm,G11.561.127.750,G11,561,127,750,,,
Delta Rhythm,G11.561.127.875,G11,561,127,875,,,
Theta Rhythm,G11.561.127.937,G11,561,127,937,,,
Central Nervous System Sensitization,G11.561.148,G11,561,148,,,,
Cerebrospinal Fluid Pressure,G11.561.170,G11,561,170,,,,
Intracranial Pressure,G11.561.170.505,G11,561,170,505,,,
Chronaxy,G11.561.175,G11,561,175,,,,
"Dominance, Cerebral",G11.561.225,G11,561,225,,,,
Functional Laterality,G11.561.225.425,G11,561,225,425,,,
"Dominance, Ocular",G11.561.225.425.500,G11,561,225,425,500,,
Evoked Potentials,G11.561.270,G11,561,270,,,,
Contingent Negative Variation,G11.561.270.250,G11,561,270,250,,,
Cortical Spreading Depression,G11.561.270.300,G11,561,270,300,,,
"Event-Related Potentials, P300",G11.561.270.350,G11,561,270,350,,,
"Evoked Potentials, Auditory",G11.561.270.370,G11,561,270,370,,,
Cochlear Microphonic Potentials,G11.561.270.370.223,G11,561,270,370,223,,
"Evoked Potentials, Auditory, Brain Stem",G11.561.270.370.300,G11,561,270,370,300,,
"Evoked Potentials, Motor",G11.561.270.385,G11,561,270,385,,,
"Evoked Potentials, Somatosensory",G11.561.270.400,G11,561,270,400,,,
"Evoked Potentials, Visual",G11.561.270.425,G11,561,270,425,,,
Membrane Potentials,G11.561.570,G11,561,570,,,,
Action Potentials,G11.561.570.100,G11,561,570,100,,,
"Myoelectric Complex, Migrating",G11.561.570.837,G11,561,570,837,,,
Synaptic Potentials,G11.561.570.918,G11,561,570,918,,,
Excitatory Postsynaptic Potentials,G11.561.570.918.249,G11,561,570,918,249,,
Inhibitory Postsynaptic Potentials,G11.561.570.918.374,G11,561,570,918,374,,
Miniature Postsynaptic Potentials,G11.561.570.918.500,G11,561,570,918,500,,
Postsynaptic Potential Summation,G11.561.570.918.750,G11,561,570,918,750,,
Nervous System Physiological Processes,G11.561.600,G11,561,600,,,,
Arousal,G11.561.600.042,G11,561,600,42,,,
Wakefulness,G11.561.600.042.738,G11,561,600,42,738,,
Axonal Transport,G11.561.600.085,G11,561,600,85,,,
"Habituation, Psychophysiologic",G11.561.600.360,G11,561,600,360,,,
Higher Nervous Activity,G11.561.600.370,G11,561,600,370,,,
"Kindling, Neurologic",G11.561.600.480,G11,561,600,480,,,
Nerve Regeneration,G11.561.600.615,G11,561,600,615,,,
Spinal Cord Regeneration,G11.561.600.615.500,G11,561,600,615,500,,
Neural Conduction,G11.561.600.620,G11,561,600,620,,,
"Recruitment, Neurophysiological",G11.561.600.620.760,G11,561,600,620,760,,
"Refractory Period, Electrophysiological",G11.561.600.620.770,G11,561,600,620,770,,
Neural Inhibition,G11.561.600.625,G11,561,600,625,,,
Inhibitory Postsynaptic Potentials,G11.561.600.625.500,G11,561,600,625,500,,
Neuroimmunomodulation,G11.561.600.630,G11,561,600,630,,,
Neuronal Plasticity,G11.561.600.635,G11,561,600,635,,,
Long-Term Potentiation,G11.561.600.635.350,G11,561,600,635,350,,
Long-Term Synaptic Depression,G11.561.600.635.355,G11,561,600,635,355,,
Neurosecretion,G11.561.600.640,G11,561,600,640,,,
Reflex,G11.561.600.765,G11,561,600,765,,,
Baroreflex,G11.561.600.765.063,G11,561,600,765,63,,
Blinking,G11.561.600.765.127,G11,561,600,765,127,,
Gagging,G11.561.600.765.251,G11,561,600,765,251,,
Piloerection,G11.561.600.765.482,G11,561,600,765,482,,
"Reflex, Abdominal",G11.561.600.765.580,G11,561,600,765,580,,
"Reflex, Abnormal",G11.561.600.765.587,G11,561,600,765,587,,
"Reflex, Acoustic",G11.561.600.765.594,G11,561,600,765,594,,
"Reflex, Monosynaptic",G11.561.600.765.643,G11,561,600,765,643,,
H-Reflex,G11.561.600.765.643.474,G11,561,600,765,643,474,
"Reflex, Oculocardiac",G11.561.600.765.685,G11,561,600,765,685,,
"Reflex, Pupillary",G11.561.600.765.705,G11,561,600,765,705,,
"Reflex, Righting",G11.561.600.765.745,G11,561,600,765,745,,
"Reflex, Stretch",G11.561.600.765.768,G11,561,600,765,768,,
"Reflex, Trigeminocardiac",G11.561.600.765.781,G11,561,600,765,781,,
"Reflex, Vestibulo-Ocular",G11.561.600.765.795,G11,561,600,765,795,,
Startle Reaction,G11.561.600.765.869,G11,561,600,765,869,,
Sensation,G11.561.600.810,G11,561,600,810,,,
Gravity Sensing,G11.561.600.810.255,G11,561,600,810,255,,
Hearing,G11.561.600.810.263,G11,561,600,810,263,,
Bone Conduction,G11.561.600.810.263.398,G11,561,600,810,263,398,
"Otoacoustic Emissions, Spontaneous",G11.561.600.810.263.570,G11,561,600,810,263,570,
Mastodynia,G11.561.600.810.308,G11,561,600,810,308,,
Musculoskeletal Pain,G11.561.600.810.353,G11,561,600,810,353,,
Myalgia,G11.561.600.810.353.500,G11,561,600,810,353,500,
Pain,G11.561.600.810.444,G11,561,600,810,444,,
Arthralgia,G11.561.600.810.444.350,G11,561,600,810,444,350,
Breakthrough Pain,G11.561.600.810.444.393,G11,561,600,810,444,393,
Pain Threshold,G11.561.600.810.444.700,G11,561,600,810,444,700,
Proprioception,G11.561.600.810.541,G11,561,600,810,541,,
Kinesthesis,G11.561.600.810.541.587,G11,561,600,810,541,587,
Postural Balance,G11.561.600.810.541.595,G11,561,600,810,541,595,
Smell,G11.561.600.810.643,G11,561,600,810,643,,
Taste,G11.561.600.810.724,G11,561,600,810,724,,
Taste Threshold,G11.561.600.810.724.880,G11,561,600,810,724,880,
Thermosensing,G11.561.600.810.781,G11,561,600,810,781,,
Touch,G11.561.600.810.850,G11,561,600,810,850,,
"Vision, Ocular",G11.561.600.810.964,G11,561,600,810,964,,
Color Vision,G11.561.600.810.964.124,G11,561,600,810,964,124,
Mesopic Vision,G11.561.600.810.964.186,G11,561,600,810,964,186,
Rod-Cone Interaction,G11.561.600.810.964.186.624,G11,561,600,810,964,186,624
Night Vision,G11.561.600.810.964.249,G11,561,600,810,964,249,
Phosphenes,G11.561.600.810.964.500,G11,561,600,810,964,500,
"Vision, Entoptic",G11.561.600.810.964.730,G11,561,600,810,964,730,
Sensory Gating,G11.561.600.812,G11,561,600,812,,,
Sleep,G11.561.600.815,G11,561,600,815,,,
Sleep Deprivation,G11.561.600.815.587,G11,561,600,815,587,,
Sleep Stages,G11.561.600.815.754,G11,561,600,815,754,,
"Sleep, REM",G11.561.600.815.754.671,G11,561,600,815,754,671,
Speech,G11.561.600.825,G11,561,600,825,,,
Speech Acoustics,G11.561.600.825.650,G11,561,600,825,650,,
Speech Intelligibility,G11.561.600.825.686,G11,561,600,825,686,,
Synaptic Transmission,G11.561.600.835,G11,561,600,835,,,
Synaptic Potentials,G11.561.600.835.750,G11,561,600,835,750,,
Excitatory Postsynaptic Potentials,G11.561.600.835.750.199,G11,561,600,835,750,199,
Inhibitory Postsynaptic Potentials,G11.561.600.835.750.400,G11,561,600,835,750,400,
Miniature Postsynaptic Potentials,G11.561.600.835.750.560,G11,561,600,835,750,560,
Postsynaptic Potential Summation,G11.561.600.835.750.780,G11,561,600,835,750,780,
Psychomotor Performance,G11.561.623,G11,561,623,,,,
Reaction Time,G11.561.677,G11,561,677,,,,
"Refractory Period, Electrophysiological",G11.561.785,G11,561,785,,,,
Speech Acoustics,G11.561.820,G11,561,820,,,,
Taste Threshold,G11.561.840,G11,561,840,,,,
Immune System Phenomena,G12,G12,,,,,,
Antibody Affinity,G12.040,G12,40,,,,,
Antibody Diversity,G12.051,G12,51,,,,,
Antibody Specificity,G12.100,G12,100,,,,,
"Binding Sites, Antibody",G12.125,G12,125,,,,,
CD4-CD8 Ratio,G12.248,G12,248,,,,,
"Dose-Response Relationship, Immunologic",G12.300,G12,300,,,,,
Vaccine Potency,G12.300.500,G12,300,500,,,,
HIV Seronegativity,G12.400,G12,400,,,,,
Immune System Processes,G12.425,G12,425,,,,,
Antibody-Dependent Enhancement,G12.425.040,G12,425,40,,,,
Antibody Formation,G12.425.071,G12,425,71,,,,
Antigen Presentation,G12.425.107,G12,425,107,,,,
Antigen-Antibody Reactions,G12.425.143,G12,425,143,,,,
Agglutination,G12.425.143.100,G12,425,143,100,,,
Hemagglutination,G12.425.143.100.200,G12,425,143,100,200,,
Sperm Agglutination,G12.425.143.100.700,G12,425,143,100,700,,
Antibody Affinity,G12.425.143.125,G12,425,143,125,,,
Antigenic Modulation,G12.425.143.140,G12,425,143,140,,,
"Binding Sites, Antibody",G12.425.143.232,G12,425,143,232,,,
Cross Reactions,G12.425.143.281,G12,425,143,281,,,
Hemolysis,G12.425.143.545,G12,425,143,545,,,
Immunologic Capping,G12.425.143.612,G12,425,143,612,,,
Passive Cutaneous Anaphylaxis,G12.425.143.754,G12,425,143,754,,,
Rh Isoimmunization,G12.425.143.780,G12,425,143,780,,,
"Clonal Selection, Antigen-Mediated",G12.425.199,G12,425,199,,,,
Complement Activation,G12.425.255,G12,425,255,,,,
"Complement Pathway, Alternative",G12.425.255.695,G12,425,255,695,,,
"Complement Pathway, Classical",G12.425.255.698,G12,425,255,698,,,
"Complement Pathway, Mannose-Binding Lectin",G12.425.255.849,G12,425,255,849,,,
Cross-Priming,G12.425.260,G12,425,260,,,,
"Cytotoxicity, Immunologic",G12.425.270,G12,425,270,,,,
Antibody-Dependent Cell Cytotoxicity,G12.425.270.070,G12,425,270,70,,,
Macrophage Activation,G12.425.270.500,G12,425,270,500,,,
Histamine Release,G12.425.431,G12,425,431,,,,
Immune Evasion,G12.425.700,G12,425,700,,,,
Immunogenetic Processes,G12.425.742,G12,425,742,,,,
"Gene Rearrangement, B-Lymphocyte",G12.425.742.500,G12,425,742,500,,,
"Gene Rearrangement, B-Lymphocyte, Heavy Chain",G12.425.742.500.501,G12,425,742,500,501,,
Immunoglobulin Class Switching,G12.425.742.500.501.450,G12,425,742,500,501,450,
"Gene Rearrangement, B-Lymphocyte, Light Chain",G12.425.742.500.601,G12,425,742,500,601,,
"Gene Rearrangement, T-Lymphocyte",G12.425.742.530,G12,425,742,530,,,
"Gene Rearrangement, alpha-Chain T-Cell Antigen Receptor",G12.425.742.530.111,G12,425,742,530,111,,
"Gene Rearrangement, beta-Chain T-Cell Antigen Receptor",G12.425.742.530.211,G12,425,742,530,211,,
"Gene Rearrangement, delta-Chain T-Cell Antigen Receptor",G12.425.742.530.261,G12,425,742,530,261,,
"Gene Rearrangement, gamma-Chain T-Cell Antigen Receptor",G12.425.742.530.311,G12,425,742,530,311,,
"Somatic Hypermutation, Immunoglobulin",G12.425.742.765,G12,425,742,765,,,
Immunologic Surveillance,G12.425.745,G12,425,745,,,,
Immunomodulation,G12.425.746,G12,425,746,,,,
Immune Tolerance,G12.425.746.425,G12,425,746,425,,,
Clonal Anergy,G12.425.746.425.100,G12,425,746,425,100,,
Clonal Deletion,G12.425.746.425.120,G12,425,746,425,120,,
Self Tolerance,G12.425.746.425.800,G12,425,746,425,800,,
Central Tolerance,G12.425.746.425.800.200,G12,425,746,425,800,200,
Peripheral Tolerance,G12.425.746.425.800.600,G12,425,746,425,800,600,
Tachyphylaxis,G12.425.746.425.910,G12,425,746,425,910,,
Transplantation Tolerance,G12.425.746.425.955,G12,425,746,425,955,,
Neuroimmunomodulation,G12.425.746.575,G12,425,746,575,,,
Lymphocyte Activation,G12.425.747,G12,425,747,,,,
Cross-Priming,G12.425.747.150,G12,425,747,150,,,
Lymphocyte Cooperation,G12.425.749,G12,425,749,,,,
Neutrophil Activation,G12.425.897,G12,425,897,,,,
Neutrophil Infiltration,G12.425.898,G12,425,898,,,,
Phagocytosis,G12.425.899,G12,425,899,,,,
Cytophagocytosis,G12.425.899.500,G12,425,899,500,,,
Transplantation Immunology,G12.425.901,G12,425,901,,,,
Graft vs Host Reaction,G12.425.901.402,G12,425,901,402,,,
Graft vs Tumor Effect,G12.425.901.402.320,G12,425,901,402,320,,
Graft vs Leukemia Effect,G12.425.901.402.320.320,G12,425,901,402,320,320,
Histocompatibility,G12.425.901.519,G12,425,901,519,,,
"Histocompatibility, Maternal-Fetal",G12.425.901.519.500,G12,425,901,519,500,,
Host vs Graft Reaction,G12.425.901.545,G12,425,901,545,,,
Graft Rejection,G12.425.901.545.328,G12,425,901,545,328,,
Graft Survival,G12.425.901.545.340,G12,425,901,545,340,,
Tumor Escape,G12.425.905,G12,425,905,,,,
Immunity,G12.450,G12,450,,,,,
Adaptive Immunity,G12.450.050,G12,450,50,,,,
"Clonal Selection, Antigen-Mediated",G12.450.050.184,G12,450,50,184,,,
"Immunity, Active",G12.450.050.370,G12,450,50,370,,,
"Immunity, Cellular",G12.450.050.400,G12,450,50,400,,,
Antigen Presentation,G12.450.050.400.070,G12,450,50,400,70,,
Immunologic Surveillance,G12.450.050.400.412,G12,450,50,400,412,,
Lymphocyte Activation,G12.450.050.400.545,G12,450,50,400,545,,
Cross-Priming,G12.450.050.400.545.150,G12,450,50,400,545,150,
"Immunity, Humoral",G12.450.050.420,G12,450,50,420,,,
Immunologic Memory,G12.450.050.500,G12,450,50,500,,,
Autoimmunity,G12.450.192,G12,450,192,,,,
Plant Immunity,G12.450.192.500,G12,450,192,500,,,
Cross Protection,G12.450.275,G12,450,275,,,,
"Immunity, Herd",G12.450.400,G12,450,400,,,,
"Immunity, Heterologous",G12.450.418,G12,450,418,,,,
"Immunity, Innate",G12.450.564,G12,450,564,,,,
Blood Bactericidal Activity,G12.450.564.204,G12,450,564,204,,,
Disease Resistance,G12.450.564.250,G12,450,564,250,,,
Phagocytosis,G12.450.564.809,G12,450,564,809,,,
Cytophagocytosis,G12.450.564.809.500,G12,450,564,809,500,,
"Immunity, Maternally-Acquired",G12.450.570,G12,450,570,,,,
"Immunity, Mucosal",G12.450.573,G12,450,573,,,,
Plant Immunity,G12.450.800,G12,450,800,,,,
Disease Resistance,G12.450.800.250,G12,450,800,250,,,
T-Cell Antigen Receptor Specificity,G12.450.900,G12,450,900,,,,
Immunocompetence,G12.460,G12,460,,,,,
Immunocompromised Host,G12.470,G12,470,,,,,
Radiation Chimera,G12.470.500,G12,470,500,,,,
